word1	word2	label	fold
guitar	remain	False	val
knife	telepathy	False	val
gun	brefeldianum	False	val
spinach	faction	False	val
pistol	musket	False	val
sieve	metal	False	val
owl	pigeon	False	val
pear	core	False	val
beetle	Latin	False	val
helicopter	aircraft	True	val
oven	cannot	False	val
cow	shui	False	val
car	glider	False	val
cat	cricketer	False	val
toaster	radio	False	val
guitar	artifact	True	val
giraffe	premise	False	val
tanker	anglais	False	val
wrench	pincer	False	val
hammer	implement	True	val
wasp	mosquito	False	val
pheasant	special	False	val
herring	dribbler	False	val
clarinet	hub	False	val
ferry	jet	False	val
hammer	acclamation	False	val
dresser	artifact	True	val
goose	sparrow	False	val
gun	musket	False	val
cathedral	crop	False	val
pig	transplantation	False	val
dress	gangster	False	val
hat	pant	False	val
squirrel	spare	False	val
strawberry	currant	False	val
strawberry	food	True	val
oak	motel	False	val
car	bus	False	val
car	te	False	val
shovel	hammer	False	val
bomb	musket	False	val
spear	cannon	False	val
whale	tic	False	val
blouse	structural-weak	False	val
chair	seat	False	val
rifle	dentition	False	val
chisel	handle	False	val
catfish	chordate	True	val
cannon	magazine	False	val
wardrobe	def	False	val
fridge	stereo	False	val
lion	beast	True	val
hawk	pinion	False	val
wasp	animal	True	val
van	frigate	False	val
wardrobe	coat	False	val
onion	hemisphere	False	val
spoon	amblicipitids	False	val
whale	deer	False	val
sieve	enhancement	False	val
cabbage	consternation	False	val
alligator	courthouse	False	val
ant	head	False	val
coat	arm	False	val
shovel	Airedale	False	val
cherry	stream	False	val
willow	nurse	False	val
goat	udder	False	val
shirt	artefact	True	val
sweater	sweatshirt	False	val
crow	awe	False	val
coconut	plum	False	val
goldfish	trout	False	val
potato	peel	False	val
saxophone	device	True	val
lime	moat	False	val
cloak	pants	False	val
flute	priory	False	val
table	chair	False	val
cat	advantage	False	val
flute	minimalism	False	val
sieve	artefact	True	val
cathedral	dividend	False	val
ambulance	bumper	False	val
carrot	injection	False	val
shovel	scissors	False	val
falcon	operator	False	val
sieve	enhance	False	val
cello	journey	False	val
castle	turret	False	val
pigeon	rump	False	val
rake	steel	False	val
dove	pigeon	False	val
tanker	fin	False	val
freezer	television	False	val
spade	detritus	False	val
alligator	addition	False	val
cypress	broadcast	False	val
herring	winner	False	val
sheep	wool	False	val
beaver	microprocessor	False	val
trumpet	metal	False	val
bus	petrol	False	val
sheep	rat	False	val
beetle	fringe	False	val
villa	cathedral	False	val
grape	contempt	False	val
car	gale	False	val
mackerel	carp	False	val
fighter	car	False	val
deer	bull	False	val
woodpecker	swallow	False	val
goose	vertebrate	True	val
dresser	tithe	False	val
ambulance	pricing	False	val
tiger	sport	False	val
fox	gout	False	val
ambulance	nomination	False	val
cauliflower	flower	False	val
pineapple	apricot	False	val
oven	freezer	False	val
ant	butterfly	False	val
peach	rota	False	val
poplar	bole	False	val
banana	pear	False	val
dresser	probability	False	val
lettuce	valour	False	val
grape	timeframe	False	val
gun	barrel	False	val
oven	experience	False	val
bus	interior	False	val
bomber	plane	True	val
robe	abuse	False	val
ambulance	paramedic	False	val
scooter	yacht	False	val
glove	openchoice	False	val
hat	bone	False	val
ferry	producer	False	val
dagger	device	True	val
pigeon	colonization	False	val
truck	munitions	False	val
van	colour	False	val
glider	rudder	False	val
dishwasher	telephone	False	val
car	vocalist	False	val
willow	pine	False	val
poplar	masterclasses	False	val
hat	keyhole	False	val
scarf	blouse	False	val
donkey	horse	False	val
axe	spade	False	val
spade	wrench	False	val
mug	latter	False	val
turtle	chordate	True	val
dresser	furniture	True	val
hawk	claw	False	val
cello	bridge	False	val
rabbit	licence	False	val
onion	lilac	False	val
bull	hotel	False	val
peach	lemon	False	val
bus	mirror	False	val
cat	tail	False	val
truck	aetiology	False	val
rabbit	lending	False	val
goat	hoof	False	val
owl	axiom	False	val
lettuce	carrot	False	val
sword	hilt	False	val
scarf	clothes	True	val
jar	location	False	val
bomb	hawk	False	val
bull	dolphin	False	val
beaver	reduction	False	val
rifle	hatchet	False	val
van	conveyance	True	val
owl	covering	False	val
helicopter	helicopter	False	val
table	leg	False	val
saxophone	artifact	True	val
dresser	ore	False	val
giraffe	kingdom	False	val
mug	Spaniard	False	val
giraffe	shore	False	val
dress	wear	True	val
cherry	disgrace	False	val
swan	waterfowl	True	val
jet	front	False	val
cathedral	lottery	False	val
gun	grip	False	val
oven	inside	False	val
cannon	ammo	False	val
lime	tangerine	False	val
corn	vegetable	True	val
revolver	musket	False	val
cathedral	interior	False	val
van	tractor	False	val
celery	eighteenth-century	False	val
battleship	scooter	False	val
hammer	confectionery	False	val
bull	dog	False	val
chair	infrastructure	False	val
sweater	cartamoides	False	val
revolver	bazooka	False	val
castle	adjudication	False	val
rifle	ammunition	False	val
plum	competence	False	val
pear	stem	False	val
sweater	ridge	False	val
freezer	good	True	val
goldfish	dolphin	False	val
table	marble	False	val
rake	ds	False	val
rat	autumn	False	val
freezer	linguist	False	val
bag	interior	False	val
whale	elephant	False	val
screwdriver	implement	True	val
turtle	reptile	True	val
glider	top	False	val
pigeon	one	False	val
pistol	remover	False	val
missile	weapon	True	val
fridge	plea	False	val
hornet	creature	True	val
bull	vertebrate	True	val
wardrobe	blouse	False	val
pheasant	owl	False	val
shovel	tweezer	False	val
cucumber	tape	False	val
eagle	offseason	False	val
wardrobe	underwear	False	val
violin	piano	False	val
cranberry	panchayats	False	val
whale	chordate	True	val
clarinet	drum	False	val
coconut	alchemist	False	val
poplar	plant	True	val
rat	cow	False	val
lettuce	fundraising	False	val
horse	circle	False	val
library	man	False	val
gorilla	accordionist	False	val
cranberry	juice	False	val
sheep	brutality	False	val
tanker	yeoman	False	val
dishwasher	shop	False	val
sweater	good	True	val
radio	plastic	False	val
saw	lode	False	val
sofa	cushion	False	val
salmon	recognition	False	val
giraffe	deer	False	val
flute	starvation	False	val
cranberry	lis	False	val
ambulance	radiator	False	val
pub	interior	False	val
butterfly	spoiler	False	val
squirrel	re	False	val
saxophone	hole	False	val
herring	animal	True	val
apple	trough	False	val
truck	floor	False	val
scooter	bus	False	val
goat	bear	False	val
ambulance	door	False	val
bookcase	strip	False	val
villa	site	True	val
hospital	exterior	False	val
grape	hand-crafted	False	val
clarinet	armament	False	val
freezer	commodity	True	val
bag	colour	False	val
hat	vest	False	val
helicopter	subfamily	False	val
goldfish	cod	False	val
ambulance	doodle	False	val
sheep	trotter	False	val
bowl	cookware	True	val
carrot	veggie	True	val
bomber	discomfort	False	val
pigeon	eagle	False	val
musket	spear	False	val
coyote	beaver	False	val
glove	pants	False	val
goat	beard	False	val
sparrow	swallow	False	val
goat	ruminant	True	val
sieve	filter	True	val
phone	television	False	val
peach	coconut	False	val
scooter	oil	False	val
cucumber	kink	False	val
cucumber	lettuce	False	val
toaster	trafficker	False	val
jar	reas	False	val
frigate	warship	True	val
rake	metal	False	val
ferry	warming	False	val
restaurant	muscle	False	val
bowl	life	False	val
truck	artefact	True	val
hat	outside	False	val
freezer	telephone	False	val
fighter	rain	False	val
scarf	requirement	False	val
lizard	communion	False	val
stove	venue	False	val
van	mirror	False	val
car	army	False	val
vulture	condemnation	False	val
screwdriver	hour	False	val
hornet	head	False	val
truck	window	False	val
sheep	horn	False	val
van	glitter	False	val
donkey	rein	False	val
donkey	reaction	False	val
pistol	recommendation	False	val
car	tractor	False	val
restaurant	wood	False	val
flute	phone	False	val
radio	loudspeaker	False	val
hatchet	licensing	False	val
piano	coliforms	False	val
guitar	epicentre	False	val
train	truck	False	val
donkey	sheep	False	val
glider	boy	False	val
cello	d-day	False	val
coat	zipper	False	val
sword	cemetery	False	val
rifle	arse	False	val
bull	mistake	False	val
pine	stump	False	val
violin	returners	False	val
horse	muzzle	False	val
musket	holder	False	val
gun	sword	False	val
stereo	solo	False	val
van	message	False	val
freezer	appliance	True	val
table	representative	False	val
frog	amphibian	True	val
axe	adaptation	False	val
horse	cow	False	val
pig	teammate	False	val
table	drawer	False	val
restaurant	beverage	False	val
parsley	chameleon	False	val
fighter	windscreen	False	val
cloak	stigma	False	val
salmon	mouth	False	val
gorilla	snowdrift	False	val
parsley	turnip	False	val
train	conductor	False	val
cypress	pine	False	val
hat	sweater	False	val
crow	gambler	False	val
tanker	vehicle	True	val
coat	hopelessness	False	val
peach	gen	False	val
robe	buy	False	val
ambulance	medic	False	val
goat	elephant	False	val
corn	cereal	True	val
knife	chisel	False	val
glove	pant	False	val
cat	leg	False	val
wardrobe	dietetics	False	val
helicopter	skid	False	val
jet	cutting	False	val
spinach	radish	False	val
shovel	surgery	False	val
revolver	ammo	False	val
celery	valentine-grams	False	val
cottage	box	False	val
jet	interior	False	val
battleship	refund	False	val
knife	cutlery	True	val
poplar	acacia	False	val
couch	dresser	False	val
bull	foot	False	val
missile	liner	False	val
tiger	muzzle	False	val
saw	natsukage	False	val
falcon	liberalization	False	val
sword	viewer	False	val
carp	polling	False	val
celery	escort	False	val
dress	stockings	False	val
frigate	vessel	True	val
squirrel	squad	False	val
beaver	siege	False	val
ferry	genetics	False	val
couch	oesophagus	False	val
poplar	dome	False	val
shirt	barrel	False	val
pig	ungulate	True	val
dove	make-up	False	val
swan	wing	False	val
bomber	artifact	True	val
mackerel	gill	False	val
spoon	fork	False	val
goat	activity	False	val
flute	O	False	val
apple	skin	False	val
crow	pigeon	False	val
lettuce	leaf	False	val
ambulance	Saxon	False	val
bottle	bag	False	val
truck	brevet	False	val
van	color	False	val
rat	shire	False	val
axe	critic	False	val
fridge	drink	False	val
axe	start-up	False	val
acacia	stump	False	val
spade	fabric	False	val
gun	holder	False	val
sweater	eigenvalue	False	val
car	ti	False	val
frigate	troupe	False	val
spear	edge	False	val
coat	raincoat	False	val
yacht	cabin	False	val
pear	skin	False	val
tanker	seine	False	val
revolver	evening	False	val
washer	toaster	False	val
elm	stump	False	val
pig	beast	True	val
truck	mackerel	False	val
giraffe	donkey	False	val
spear	tip	False	val
sheep	rabbit	False	val
revolver	mentor	False	val
fox	psu	False	val
gun	compilation	False	val
clarinet	growth	False	val
missile	musket	False	val
chair	metal	False	val
frigate	rice	False	val
pistol	scrum	False	val
pig	tiger	False	val
gun	revolver	False	val
hospital	risk	False	val
knife	plastic	False	val
mug	guidance	False	val
cockroach	bee	False	val
cucumber	broccoli	False	val
radio	object	True	val
oven	removal	False	val
snake	fang	False	val
glove	deployment	False	val
willow	elm	False	val
poplar	naff	False	val
bus	publication	False	val
beetle	arthropod	True	val
library	cathedral	False	val
cow	birth	False	val
bookcase	shelf	False	val
saw	artifact	True	val
hotel	roof	False	val
scarf	clothing	True	val
rat	head	False	val
sieve	designer	False	val
grenade	handle	False	val
cat	whale	False	val
garlic	celery	False	val
corkscrew	crow	False	val
bull	fox	False	val
battleship	motorcycle	False	val
guitar	score	False	val
bear	beast	True	val
cod	mouth	False	val
saxophone	algorithm	False	val
rat	chordate	True	val
acacia	branch	False	val
cannon	object	True	val
corn	grain	True	val
motorcycle	refreshment	False	val
fox	motorway	False	val
bed	offence	False	val
scarf	kiloeon	False	val
pigeon	hello	False	val
couch	leg	False	val
lizard	head	False	val
guitar	instrument	True	val
washer	skill	False	val
coconut	apple	False	val
jacket	commodity	True	val
hawk	talon	False	val
broccoli	radish	False	val
corn	beans	False	val
potato	starch	False	val
chair	upholstery	False	val
celery	onion	False	val
pistol	cutting	False	val
pig	eye	False	val
dresser	apostolate	False	val
glider	secretariat	False	val
apple	strawberry	False	val
spoon	interchange	False	val
castle	date	False	val
ambulance	statue	False	val
helicopter	windscreen	False	val
spoon	silver	False	val
car	top	False	val
cucumber	vacuum	False	val
hatchet	tweezer	False	val
elephant	rabbit	False	val
lettuce	potato	False	val
revolver	half	False	val
ambulance	oil	False	val
ambulance	grill	False	val
mug	peos	False	val
corkscrew	zeta	False	val
bus	defence	False	val
birch	cedar	False	val
frigate	caravel	False	val
couch	desk	False	val
dishwasher	fraternity	False	val
rat	tatter	False	val
sieve	spoon	False	val
robin	vulture	False	val
van	wheel	False	val
hotel	authority	False	val
grenade	case	False	val
trout	mackerel	False	val
axe	clearance	False	val
potato	connoisseur	False	val
yacht	van	False	val
bookcase	desk	False	val
cypress	fir	False	val
cannon	missile	False	val
train	bomber	False	val
cat	fracas	False	val
gorilla	tiger	False	val
castle	season	False	val
saw	mallet	False	val
van	trailer	False	val
cloak	sock	False	val
toaster	steel	False	val
coat	itinerary	False	val
tiger	appearance	False	val
glove	rider	False	val
battleship	stair	False	val
jet	engine	False	val
penguin	island	False	val
missile	elector	False	val
robe	something	False	val
washer	clothes	False	val
rifle	pistol	False	val
peach	plum	False	val
lemon	understatement	False	val
dress	pullover	False	val
sieve	allowance	False	val
acacia	plant	True	val
knife	manager	False	val
bull	herbivore	True	val
bull	bunker	False	val
shirt	clothing	True	val
goat	vertebrate	True	val
stove	artifact	True	val
snake	establishment	False	val
dress	GIA	False	val
apricot	fluency	False	val
piano	wicket	False	val
phone	number	False	val
corkscrew	knife	False	val
truck	seatbelt	False	val
tiger	conservation	False	val
scooter	jet	False	val
oven	tee	False	val
train	freshman	False	val
musket	wer	False	val
screwdriver	acre	False	val
missile	arm	True	val
spade	rescuer	False	val
oak	euthanasia	False	val
donkey	herbivore	True	val
sword	rifle	False	val
knife	cinchona	False	val
dove	penalty	False	val
whale	coyote	False	val
bookcase	fighting	False	val
robe	jacket	False	val
violin	range	False	val
scarf	bra	False	val
scooter	motorbike	False	val
jacket	fleece	False	val
sparrow	ember	False	val
owl	hobble	False	val
frog	dividend	False	val
scarf	non-profit	False	val
herring	deadline	False	val
beetle	silverfish	False	val
sheep	addition	False	val
potato	eye	False	val
peach	breed	False	val
beaver	hoof	False	val
carrot	vitamin	False	val
dishwasher	refrigerator	False	val
saxophone	brass	False	val
dagger	bomb	False	val
moth	cockroach	False	val
sieve	n-propyltrichlorosilane	False	val
cabbage	corn	False	val
bull	summons	False	val
phone	equipment	True	val
sieve	tweezer	False	val
shovel	saw	False	val
bomber	pilot	False	val
castle	floor	False	val
hatchet	fork	False	val
cow	foot	False	val
hammer	plier	False	val
cloak	grt	False	val
lion	waterbed	False	val
dolphin	mammal	True	val
tanker	supermarket	False	val
flute	pianoforte	False	val
cow	drug	False	val
cod	gender	False	val
pub	seat	False	val
couch	merger	False	val
tanker	motorboat	False	val
catfish	dolphin	False	val
horse	credential	False	val
beet	sermon	False	val
truck	motor	False	val
screwdriver	party	False	val
freezer	artifact	True	val
cow	replica	False	val
bear	sensor	False	val
cow	cattle	True	val
coyote	titanium	False	val
sweater	cloak	False	val
acacia	burl	False	val
hammer	rake	False	val
eagle	plumage	False	val
pistol	handle	False	val
bottle	artefact	True	val
cod	divisor	False	val
penguin	bird	True	val
goat	township	False	val
ferry	flycatcher	False	val
lemon	four-cylinder	False	val
cow	eighty	False	val
battleship	compressor	False	val
cathedral	pulpit	False	val
truck	plate	False	val
shirt	award	False	val
toaster	artifact	True	val
rat	tail	False	val
toaster	vocal	False	val
donkey	chordate	True	val
oven	ie	False	val
lion	dash	False	val
trout	hour	False	val
hatchet	scalpel	False	val
garlic	food	True	val
shirt	wear	True	val
cloak	organisation	False	val
pub	light	False	val
spoon	side-by-side	False	val
rat	construction	False	val
tiger	sloop	False	val
cottage	roof	False	val
train	waterway	False	val
banana	coconut	False	val
cod	head	False	val
phone	keyboard	False	val
blouse	artifact	True	val
sofa	activist	False	val
onion	henchman	False	val
vest	happening	False	val
rabbit	elephant	False	val
sword	annihilation	False	val
penguin	dove	False	val
rake	cargo	False	val
ambulance	bus	False	val
tiger	dogma	False	val
castle	interval	False	val
wardrobe	neutrality	False	val
herring	goldfish	False	val
saxophone	drum	False	val
scarf	instant	False	val
cranberry	skin	False	val
sheep	transportation	False	val
glider	offer	False	val
car	briefing	False	val
vest	detail	False	val
spear	gun	False	val
dress	grandson	False	val
stove	object	True	val
truck	gasoline	False	val
saxophone	banjo	False	val
bull	bassist	False	val
bus	daughter	False	val
yacht	sailor	False	val
bomb	daybreak	False	val
pistol	Trotskyist	False	val
swan	creature	True	val
pheasant	nightie	False	val
robin	earring	False	val
cod	carp	False	val
battleship	fin	False	val
glider	sheet	False	val
pineapple	perforation	False	val
cow	bear	False	val
deer	box	False	val
cathedral	discretion	False	val
shovel	solubility	False	val
cat	paw	False	val
oven	rack	False	val
coyote	pig	False	val
frigate	jet	False	val
radio	equipment	True	val
goldfish	crystal	False	val
sword	bronze	False	val
cathedral	spire	False	val
swan	stratum	False	val
blouse	object	True	val
piano	payment	False	val
pineapple	lime	False	val
stereo	telephone	False	val
falcon	claw	False	val
goose	record	False	val
turnip	Sassoon	False	val
phone	cable	False	val
rat	deer	False	val
truck	driver	False	val
goat	benediction	False	val
fighter	joy	False	val
battleship	truck	False	val
guitar	light	False	val
pig	fox	False	val
washer	silver	False	val
coyote	carnivore	True	val
ferry	finding	False	val
corn	colossus	False	val
sheep	sorcerer	False	val
cockroach	vols	False	val
tiger	security	False	val
broccoli	quiet	False	val
tanker	quartet	False	val
sheep	freight	False	val
scooter	player	False	val
spade	spoon	False	val
goat	dimorphism	False	val
phone	washer	False	val
washer	rhetoric	False	val
mackerel	animal	True	val
bowl	scrip	False	val
phone	optic	False	val
motorcycle	aspiration	False	val
saw	nbsp	False	val
whale	giraffe	False	val
missile	pistol	False	val
train	helicopter	False	val
cucumber	bubble	False	val
grapefruit	zone	False	val
blouse	theatre	False	val
coat	wear	True	val
jacket	run	False	val
fighter	indentation	False	val
motorcycle	gasoline	False	val
lime	grapefruit	False	val
hotel	edifice	True	val
ambulance	accelerator	False	val
moth	ladybug	False	val
table	razor	False	val
owl	wing	False	val
coat	countdown	False	val
pine	tooling	False	val
pistol	angling	False	val
wardrobe	expert	False	val
frigate	bomber	False	val
dress	font	False	val
salmon	fishbone	False	val
cypress	French-language	False	val
revolver	parallel	False	val
fox	filter	False	val
sofa	couch	False	val
motorcycle	steam	False	val
deer	style	False	val
beet	mavoc	False	val
coat	underpants	False	val
van	tanker	False	val
spade	scissor	False	val
table	functioning	False	val
train	motor	False	val
cucumber	www	False	val
hospital	revolutionary	False	val
beet	symposium	False	val
revolver	artefact	True	val
screwdriver	vintner	False	val
clarinet	closure	False	val
lion	fine	False	val
donkey	door	False	val
axe	pincers	False	val
lion	se	False	val
cloak	garment	True	val
rabbit	tuberculosis	False	val
cabbage	produce	True	val
alligator	tooth	False	val
jar	alteration	False	val
sieve	executioner	False	val
cottage	pub	False	val
motorcycle	oxygen	False	val
scooter	font	False	val
tanker	turbine	False	val
shirt	struct	False	val
washer	inside	False	val
jar	symmetry	False	val
turnip	produce	True	val
apple	headstock	False	val
whale	fat	False	val
acacia	stumble	False	val
couch	snap	False	val
toaster	stereo	False	val
knife	linen	False	val
plum	banana	False	val
fork	tableware	True	val
spoon	scissor	False	val
onion	corporal	False	val
goat	sheep	False	val
ferry	trench	False	val
parsley	Sassoon	False	val
tuna	scholar	False	val
dress	taxpayer	False	val
eagle	charm	False	val
robin	reflexion	False	val
screwdriver	knife	False	val
hatchet	utensil	True	val
radish	cucumber	False	val
gorilla	chordate	True	val
sweater	socks	False	val
yacht	cult	False	val
violin	guitar	False	val
knife	dagger	False	val
bus	acquisition	False	val
trout	kiln	False	val
knife	premiere	False	val
stove	refrigerator	False	val
horse	mane	False	val
turtle	leg	False	val
penguin	emissary	False	val
glider	craft	True	val
shirt	fleece	False	val
television	washer	False	val
hotel	elevator	False	val
alligator	mouth	False	val
rat	coyote	False	val
dress	back	False	val
parsley	garlic	False	val
guitar	facilitation	False	val
lion	heir	False	val
library	Maldive	False	val
butterfly	footbridge	False	val
fighter	aircraft	True	val
eagle	eye	False	val
robe	scarf	False	val
shirt	good	True	val
spoon	handle	False	val
spade	sieve	False	val
bus	gas	False	val
robe	front	False	val
glove	dress	False	val
ambulance	headlight	False	val
banana	lemon	False	val
sheep	dad	False	val
castle	feeling	False	val
fridge	stove	False	val
banana	anti-racism	False	val
apricot	chart	False	val
knife	foreboding	False	val
whale	intuition	False	val
hawk	improvisation	False	val
hat	fair	False	val
pigeon	hawk	False	val
sofa	automobile	False	val
spoon	saw	False	val
cedar	straw	False	val
piano	clarinet	False	val
dolphin	deer	False	val
lime	seed	False	val
dolphin	blowhole	False	val
train	top	False	val
hatchet	circumference	False	val
fridge	off-campus	False	val
goldfish	fishbone	False	val
shirt	blouse	False	val
bomber	gas	False	val
axe	travel	False	val
cathedral	library	False	val
rake	object	True	val
battleship	jet	False	val
hotel	gossip	False	val
cannon	bronze	False	val
spade	inode	False	val
toaster	show	False	val
jacket	shirt	False	val
parsley	rosemary	False	val
bookcase	contravention	False	val
apricot	cranberry	False	val
gun	lock	False	val
cypress	drabness	False	val
spoon	sieve	False	val
fox	sheep	False	val
frog	calendar	False	val
spear	capital	False	val
pistol	cannon	False	val
truck	coincidence	False	val
lime	skin	False	val
radio	freezer	False	val
mackerel	tuna	False	val
pigeon	animal	True	val
lizard	vertebrate	True	val
eagle	mailing	False	val
horse	wanderer	False	val
bear	filling	False	val
grape	endorsement	False	val
revolver	dagger	False	val
jacket	builder	False	val
penguin	gauntlet	False	val
gorilla	ape	True	val
eagle	ladle	False	val
hammer	ad-hoc	False	val
banana	lime	False	val
bomber	windshield	False	val
dishwasher	lantern	False	val
vest	silk	False	val
hat	guild	False	val
coyote	rabbit	False	val
rabbit	turnover	False	val
broccoli	cabbage	False	val
blouse	covering	True	val
sofa	bookcase	False	val
missile	Kalashnikov	False	val
helicopter	paste	False	val
turnip	vegetable	True	val
pistol	heath	False	val
chisel	mallet	False	val
parsley	worldview	False	val
gorilla	barge	False	val
shovel	screwdriver	False	val
spade	undulation	False	val
jet	durability	False	val
bus	bicycle	False	val
car	back	False	val
herring	bone	False	val
tanker	reality	False	val
pine	fir	False	val
carrot	bloggers	False	val
rabbit	goat	False	val
truck	music	False	val
coat	tumor	False	val
coyote	muzzle	False	val
pigeon	foot	False	val
missile	Jesuit	False	val
blouse	drug	False	val
cottage	inside	False	val
glider	frigate	False	val
motorcycle	seat	False	val
dress	fleece	False	val
cloak	underpant	False	val
washer	windscreen	False	val
truck	handbrake	False	val
hat	bmi	False	val
goat	vibration	False	val
scarf	tower	False	val
bomb	handle	False	val
pear	side-effect	False	val
hat	sultan	False	val
sofa	chair	False	val
butterfly	cricket	False	val
robin	CFC	False	val
gun	metal	False	val
coconut	brewery	False	val
motorcycle	specie	False	val
wrench	pincers	False	val
cedar	pine	False	val
box	lake	False	val
freezer	door	False	val
ambulance	testing	False	val
hotel	mist	False	val
chisel	EAST	False	val
wasp	wing	False	val
guitar	macrobiotics	False	val
cabbage	centrality	False	val
oak	secretary	False	val
eagle	pheasant	False	val
saw	artefact	True	val
tanker	environment	False	val
hospital	cargo	False	val
peach	poison	False	val
television	speaker	False	val
herring	food	True	val
pig	crockery	False	val
cathedral	cross	False	val
eagle	owl	False	val
robin	thrush	True	val
corkscrew	handle	False	val
goat	chordate	True	val
corn	turnip	False	val
alligator	contestant	False	val
sofa	safety	False	val
parsley	proportionality	False	val
pub	kid	False	val
revolver	fed	False	val
spoon	pugilist	False	val
sheep	leg	False	val
gorilla	barrier	False	val
shirt	henchman	False	val
hotel	reign	False	val
jar	box	False	val
yacht	train	False	val
hammer	authorisation	False	val
grapefruit	apricot	False	val
sofa	furnishing	True	val
fighter	ambulance	False	val
vest	fleece	False	val
deer	eye	False	val
clarinet	hole	False	val
dolphin	giraffe	False	val
van	tailgate	False	val
pub	gene	False	val
hatchet	sieve	False	val
frigate	mast	False	val
crow	plume	False	val
cabbage	broccoli	False	val
television	directive	False	val
horse	bridle	False	val
cypress	needle	False	val
oak	cypress	False	val
corn	concoction	False	val
mackerel	food	True	val
tiger	mane	False	val
pineapple	seance	False	val
scarf	trousers	False	val
parsley	seasoning	True	val
van	light	False	val
bus	oil	False	val
car	handbrake	False	val
frog	blood	False	val
bear	courtyard	False	val
whale	fragment	False	val
snake	poison	False	val
bag	condition	False	val
cow	horse	False	val
bull	snout	False	val
fork	fishing	False	val
giraffe	tooth	False	val
toaster	camcorder	False	val
rabbit	grid	False	val
violin	op	False	val
radio	artifact	True	val
desk	meter	False	val
castle	handheld	False	val
bowl	content	False	val
hornet	body	False	val
goose	beak	False	val
chair	proceeding	False	val
donkey	tournament	False	val
library	floor	False	val
pistol	knife	False	val
cannon	sub-sections	False	val
