word1	word2	label	fold
windfall	fruit	True	test
depth	magnitude	True	test
bitterness	emotion	True	test
pheasant	animal	True	test
melanoma	tumor	True	test
seaplane	airplane	True	test
vicinity	area	True	test
clinician	software	False	test
joint	knuckle	False	test
fillet	antibiotic	False	test
polygon	rectangle	False	test
answer	statement	True	test
grove	vegetation	True	test
robin	animal	True	test
chair	armchair	False	test
clothing	kilt	False	test
paddle	stick	True	test
request	ultimatum	False	test
jigsaw	tool	True	test
animal	kangaroo	False	test
voice	sound	True	test
snippet	feeling	False	test
housewife	woman	True	test
illness	smallpox	False	test
boar	spokesperson	False	test
bureau	leaf	False	test
magnitude	size	False	test
reservist	serviceman	True	test
governor	drift	False	test
vehicle	frigate	False	test
instrument	voice	False	test
aqueduct	conduit	True	test
intestine	equipment	False	test
heterogeneity	difference	True	test
cook	worker	True	test
vertex	priest	False	test
rodent	mammal	True	test
hydrocarbon	gasoline	False	test
feeling	insect	False	test
celery	herb	True	test
coach	trainer	True	test
attraction	phenomenon	True	test
lizard	entertainer	False	test
mortar	insecticide	False	test
headline	text	True	test
saxophonist	performer	True	test
occupation	professorship	False	test
conservatism	mesothelioma	False	test
airplane	bomber	False	test
snail	bull	False	test
sonata	symphony	False	test
woman	mistress	False	test
aphid	invertebrate	True	test
screen	surface	True	test
rage	emotion	True	test
misfortune	calamity	False	test
dance	art	True	test
acid	chemical	True	test
shower	bee	False	test
maid	servant	True	test
bra	clothing	True	test
flour	food	True	test
mosque	building	True	test
beverage	sherry	False	test
record	autobiography	False	test
educator	professional	True	test
game	bowling	False	test
football	hamlet	False	test
beverage	art	False	test
status	baronetcy	False	test
waitress	worker	True	test
tench	animal	True	test
criminology	sherry	False	test
chemotherapy	rum	False	test
entertainer	piper	False	test
osteoarthritis	arthritis	True	test
note	vehicle	False	test
radiotherapy	care	True	test
murderer	criminal	True	test
accusation	statement	True	test
captivity	internment	False	test
fragrance	leader	False	test
serpent	animal	True	test
dean	signal	False	test
boat	pontoon	False	test
alcohol	hotel	False	test
meeting	leader	False	test
girlfriend	woman	True	test
infusion	solution	True	test
gateway	entrance	True	test
folly	trait	True	test
aquarium	container	True	test
swan	bird	True	test
monastery	housing	True	test
container	tip	False	test
adult	gent	False	test
eagle	tip	False	test
wheat	pain	False	test
digit	iv	False	test
raven	vertebrate	True	test
noun	word	True	test
organ	nipple	False	test
hypnotherapy	treatment	True	test
weapon	instrument	True	test
vehicle	auto	False	test
gin	beverage	True	test
consumer	drinker	False	test
commodity	geek	False	test
epistle	letter	True	test
liquid	beverage	False	test
compassion	feeling	True	test
booze	beverage	True	test
apostle	believer	True	test
manor	archbishop	False	test
grandmother	grandparent	True	test
sack	emotion	False	test
sport	swimming	False	test
department	organization	True	test
company	institution	True	test
lactose	writer	False	test
manual	servant	False	test
cookbook	book	True	test
consistency	fly	False	test
handgun	gun	True	test
milk	food	True	test
criminology	discipline	True	test
vertebrate	vole	False	test
caterpillar	aesthetic	False	test
treatment	alcohol	False	test
spokesman	spokesperson	True	test
footbridge	bridge	True	test
resentment	emotion	True	test
cutlery	tool	True	test
handset	phenomenon	False	test
militia	organization	True	test
fencing	obstruction	True	test
disease	housing	False	test
cemetery	site	True	test
bag	review	False	test
anger	feeling	True	test
shellfish	solid	True	test
cabbage	aspirin	False	test
sport	histogram	False	test
ferry	vehicle	True	test
pc	computer	True	test
mammal	mankind	False	test
narrative	fairytale	False	test
vertebrate	panda	False	test
ointment	drug	True	test
woman	adult	True	test
occupation	cleaning	False	test
bassist	musician	True	test
shortcut	feeling	False	test
bird	animal	True	test
shower	fixture	True	test
antibody	molecule	True	test
slalom	barrier	False	test
army	organization	True	test
logic	mammal	False	test
feeling	doctrine	False	test
animal	waterfowl	False	test
leg	microorganism	False	test
statement	ship	False	test
leukaemia	disease	True	test
mater	ancestor	True	test
osteoarthritis	catcher	False	test
tuberculosis	disease	True	test
serpent	vertebrate	True	test
intranet	system	True	test
kingfisher	bird	True	test
coaching	occupation	True	test
ten	integer	True	test
polarization	phenomenon	True	test
vodka	alcohol	True	test
drift	phenomenon	True	test
radar	instrument	True	test
pouch	container	True	test
baggage	container	True	test
computer	laptop	False	test
battleship	vehicle	True	test
chapel	building	True	test
graft	tissue	True	test
asp	vertebrate	True	test
dog	kingfisher	False	test
motorist	firearm	False	test
hair	desire	False	test
explanation	excuse	False	test
sherry	rodent	False	test
reptile	animal	True	test
basket	container	True	test
fish	animal	True	test
vocalist	performer	True	test
nostalgia	offspring	False	test
ruler	pancreas	False	test
suitcase	container	True	test
art	serpent	False	test
peptide	chemical	True	test
leader	science	False	test
gym	panda	False	test
equipment	roofing	False	test
dentistry	medicine	True	test
treatment	people	False	test
yoghurt	food	True	test
tycoon	businessman	True	test
seawater	water	True	test
snooker	game	True	test
magpie	bird	True	test
furniture	soprano	False	test
kettle	utensil	True	test
catcher	player	True	test
solid	shellfish	False	test
gastropod	invertebrate	True	test
digit	ix	False	test
red	bird	False	test
science	dentistry	False	test
boar	mammal	True	test
sprinter	athlete	True	test
meal	reptile	False	test
sport	badminton	False	test
bargain	agreement	True	test
bishop	cardinal	False	test
dad	progenitor	True	test
license	document	True	test
dad	milk	False	test
infusion	animal	False	test
chick	animal	True	test
nematode	invertebrate	True	test
stocking	bird	False	test
affection	feeling	True	test
liqueur	fluid	True	test
hall	passageway	True	test
post	rabbit	False	test
official	science	False	test
day	tomorrow	False	test
meat	vertebrate	False	test
mare	vertebrate	True	test
cellist	puppy	False	test
chamber	objectivity	False	test
animal	lamb	False	test
magazine	medium	True	test
dwelling	convent	False	test
hair	beard	False	test
tissue	skin	False	test
review	appraisal	True	test
desire	feeling	True	test
gent	playing	False	test
disability	hare	False	test
animal	reptile	False	test
consistency	hardness	False	test
bestseller	publication	True	test
cheese	food	True	test
stallion	horse	True	test
container	terminal	False	test
era	perseverance	False	test
artery	vessel	True	test
bookmark	performer	False	test
horse	stallion	False	test
clothing	shirt	False	test
competitiveness	trait	True	test
cannon	tree	False	test
illness	document	False	test
muse	deity	True	test
chancellor	leader	True	test
instrument	motorcycle	False	test
cook	point	False	test
daughter	offspring	True	test
kestrel	falcon	True	test
animal	diabetes	False	test
cycling	sport	True	test
bishop	valley	False	test
milk	liquid	True	test
cat	carnivore	True	test
integer	ten	False	test
penis	organ	True	test
container	garment	False	test
insect	fencing	False	test
jeweller	maker	True	test
heterogeneity	vertebrate	False	test
physiology	biology	True	test
biochemistry	science	True	test
toddler	child	True	test
fishing	sport	True	test
yesterday	subcommittee	False	test
terrier	carnivore	True	test
condominium	dwelling	True	test
game	snooker	False	test
geek	performer	True	test
fodder	worker	True	test
herb	osteoarthritis	False	test
church	organization	True	test
wine	alcohol	True	test
investment	transaction	True	test
ferry	boat	True	test
islander	inhabitant	True	test
theology	phenomenon	False	test
technician	relative	False	test
vertebrate	chariot	False	test
pirate	criminal	True	test
jigsaw	worker	False	test
tree	travel	False	test
trait	folly	False	test
woodpecker	covenant	False	test
tank	building	False	test
concert	performance	True	test
sir	opium	False	test
buggy	container	True	test
beer	beverage	True	test
officer	daughter	False	test
lemon	fruit	True	test
agony	feeling	True	test
cellist	vehicle	False	test
spoon	container	True	test
name	gent	False	test
beverage	liquid	True	test
emotion	animosity	False	test
artwork	integer	False	test
cataract	illness	True	test
priory	house	True	test
mollusc	animal	True	test
monastery	building	True	test
thoroughfare	road	True	test
trait	road	False	test
laborer	solid	False	test
criminal	documentary	False	test
bib	herb	False	test
melon	solid	True	test
eel	solid	True	test
animal	funeral	False	test
dyke	lesbian	True	test
vole	vertebrate	True	test
record	wine	False	test
goldfish	vertebrate	True	test
goalkeeper	player	True	test
crystal	leader	False	test
hallway	passageway	True	test
leprosy	disease	True	test
larva	caterpillar	False	test
deafness	disability	True	test
rabbit	vertebrate	True	test
importation	commerce	True	test
feeling	artillery	False	test
cat	locomotive	False	test
terror	feeling	True	test
garment	eater	False	test
cassette	container	True	test
box	container	True	test
silo	tower	True	test
ore	mineral	True	test
trouser	geometry	False	test
kilt	commodity	True	test
anniversary	lingerie	False	test
caring	love	True	test
campsite	site	True	test
toast	food	True	test
equipment	reel	False	test
insomnia	disorder	True	test
waterfowl	parent	False	test
traveler	owl	False	test
netball	game	True	test
meat	clown	False	test
sport	hymn	False	test
vertebrate	conservatism	False	test
dancer	entertainer	True	test
asthma	illness	True	test
telephony	telecommunication	True	test
trumpeter	entertainer	True	test
soccer	game	True	test
lingerie	underwear	True	test
gown	clothing	True	test
enumeration	information	True	test
tool	celery	False	test
algebra	athlete	False	test
skull	tissue	True	test
throne	chair	True	test
spokeswoman	advocate	True	test
chemical	food	False	test
dragonfly	animal	True	test
boat	chair	False	test
tip	end	True	test
algebra	mathematics	True	test
bull	animal	True	test
conduit	aqueduct	False	test
ware	feeling	False	test
boat	reformer	False	test
dad	relative	True	test
falcon	calculation	False	test
invertebrate	gastropod	False	test
motto	logo	False	test
retina	tissue	True	test
football	fixture	False	test
falsehood	statement	True	test
mishap	symposium	False	test
company	organization	True	test
beverage	beer	False	test
asp	invertebrate	False	test
hound	greyhound	False	test
strawberry	alcohol	False	test
questionnaire	document	True	test
bottle	container	True	test
grandparent	grandfather	False	test
linguistics	science	True	test
lesbian	crowd	False	test
twenty	integer	True	test
turbine	cold	False	test
tissue	solution	False	test
wine	football	False	test
greyhound	dog	True	test
breaker	worker	True	test
studio	workplace	True	test
payment	hostess	False	test
baritone	singer	True	test
musket	player	False	test
yearning	feeling	True	test
army	waterfowl	False	test
leak	opening	True	test
gate	barrier	True	test
mackerel	seafood	True	test
histogram	chart	True	test
professional	liquor	False	test
librarian	adult	True	test
goose	waterfowl	True	test
intestine	organ	True	test
phenomenon	traction	False	test
ale	fluid	True	test
anger	lizard	False	test
shovel	tool	True	test
polymerase	treatment	False	test
meal	dinner	False	test
organ	barrier	False	test
ecstasy	emotion	True	test
dart	projectile	True	test
parameter	concept	True	test
vicarage	dwelling	True	test
telecommunication	twenty	False	test
storyteller	communicator	True	test
mare	animal	True	test
dog	word	False	test
volleyball	sport	True	test
treatment	psychoanalysis	False	test
fruit	pizza	False	test
tortoise	reptile	True	test
principle	idea	True	test
man	pronoun	False	test
resignation	feeling	True	test
road	highway	False	test
science	linguistics	False	test
traitor	criminal	True	test
puppy	mammal	True	test
postgraduate	water	False	test
cottage	housing	True	test
carp	seafood	True	test
aircraft	bomber	False	test
pathology	science	True	test
multiculturalism	doctrine	True	test
feeling	weapon	False	test
butterfly	animal	True	test
dwelling	conversion	False	test
pickup	vehicle	True	test
toast	bread	True	test
artillery	cannon	False	test
pudding	food	True	test
tanker	ship	True	test
honey	food	True	test
hypnotherapy	therapy	True	test
dynamite	explosive	True	test
stagecoach	vehicle	True	test
house	monastery	False	test
pear	produce	True	test
explosive	aircraft	False	test
worm	invertebrate	True	test
fiber	entertainer	False	test
animal	crow	False	test
rider	traveler	True	test
pseudonym	golf	False	test
alcohol	liqueur	False	test
chemotherapy	care	True	test
booze	drug	True	test
golfer	tower	False	test
mosque	castle	False	test
revolver	pistol	True	test
filly	female	True	test
baritone	entertainer	True	test
subcommittee	fresco	False	test
integer	twenty	False	test
sunlight	light	True	test
therapy	psychoanalysis	False	test
barrier	obstruction	True	test
thief	criminal	True	test
sir	man	True	test
illness	digit	False	test
cockroach	insect	True	test
larva	maggot	False	test
pseudonym	dwelling	False	test
joker	performer	True	test
ix	digit	True	test
black	color	True	test
seabird	bird	True	test
math	science	True	test
dermatitis	disease	True	test
taxonomy	hierarchy	True	test
ecstasy	sport	False	test
animal	feeder	False	test
discipline	pharmacy	False	test
bird	cookie	False	test
insect	ant	False	test
leprosy	illness	True	test
enzymology	science	True	test
dancing	discipline	True	test
wine	fluid	True	test
affection	organization	False	test
trumpeter	performer	True	test
supercomputer	computer	True	test
craftsman	professional	True	test
twelve	integer	True	test
pew	glider	False	test
undertaking	robin	False	test
feeling	desire	False	test
list	chapel	False	test
reindeer	animal	True	test
weakening	transformation	True	test
brigade	organization	True	test
bean	vegetable	True	test
vehicle	tank	False	test
remorse	water	False	test
mischief	collagen	False	test
vertebrate	crystal	False	test
pianist	entertainer	True	test
salmon	animal	True	test
princess	aristocrat	True	test
magistrate	official	True	test
science	robin	False	test
organization	bureau	False	test
corporation	organization	True	test
crystal	turquoise	False	test
commerce	importation	False	test
plum	tree	True	test
lingerie	garment	True	test
butter	solid	True	test
rector	leader	True	test
amphetamine	drug	True	test
competitiveness	dentistry	False	test
lactose	chemical	True	test
mother	food	False	test
motorway	road	True	test
reformer	crime	False	test
performer	soprano	False	test
graveyard	site	True	test
cradle	airplane	False	test
benzene	hydrocarbon	True	test
hare	mammal	True	test
whisky	beverage	True	test
pathologist	doctor	True	test
slalom	hedgehog	False	test
typhoon	storm	True	test
gunner	serviceman	True	test
algebra	science	True	test
preconception	belief	True	test
puppy	vertebrate	True	test
fear	suitcase	False	test
feeling	military	False	test
medicine	discipline	True	test
limousine	workbook	False	test
lion	vertebrate	True	test
owl	vertebrate	True	test
food	honey	False	test
sailor	oil	False	test
bed	furniture	True	test
ruler	algebra	False	test
opium	narcotic	True	test
heat	armchair	False	test
benzene	cottage	False	test
beverage	vehicle	False	test
probate	document	True	test
waitress	waiter	True	test
disability	math	False	test
potato	food	True	test
psychoanalysis	treatment	True	test
gent	adult	True	test
basketball	game	True	test
secretariat	organization	True	test
ginger	herb	True	test
building	mosque	False	test
warbler	entertainer	True	test
ceremony	initiation	False	test
battleship	ship	True	test
computer	vertebrate	False	test
kettle	container	True	test
mother	relative	True	test
text	invitation	False	test
container	spokeswoman	False	test
deer	mammal	True	test
locomotive	vehicle	True	test
psychiatry	science	True	test
equipment	camera	False	test
scourge	end	False	test
vial	container	True	test
publication	linguist	False	test
petal	vehicle	False	test
illustration	artwork	True	test
maid	bench	False	test
tie	clothing	True	test
mater	range	False	test
postgraduate	student	True	test
environmentalist	entertainer	False	test
fresco	painting	True	test
spouse	relative	True	test
grandchild	relative	True	test
building	instrument	False	test
fielder	athlete	True	test
theatre	brook	False	test
fluid	cider	False	test
furniture	word	False	test
terror	granny	False	test
sherry	beverage	True	test
solid	ancestor	False	test
velocity	potato	False	test
logo	squid	False	test
inhabitant	islander	False	test
murderer	eleven	False	test
solid	orange	False	test
stocking	commodity	True	test
committee	organization	True	test
penicillin	antibiotic	True	test
puppy	performer	False	test
husband	relative	True	test
organization	church	False	test
nostalgia	feeling	True	test
airplane	vehicle	True	test
roadway	road	True	test
workman	fruit	False	test
vertebrate	victim	False	test
dyke	vertebrate	False	test
folly	tent	False	test
mucosa	tissue	True	test
chant	music	True	test
chick	bird	True	test
dorm	housing	True	test
camera	magistrate	False	test
hare	fillet	False	test
science	neuroscience	False	test
tree	mangrove	False	test
crusade	undertaking	True	test
storm	sandwich	False	test
osteoarthritis	illness	True	test
alley	thoroughfare	True	test
orator	speaker	True	test
mangrove	tree	True	test
feeling	jealousy	False	test
polymerase	chemical	True	test
human	vertebrate	True	test
relative	musician	False	test
information	documentation	False	test
ancestor	motto	False	test
vertebrate	asp	False	test
collagen	protein	True	test
tank	vehicle	True	test
game	netball	False	test
meningitis	illness	True	test
instrument	gauge	False	test
game	reelection	False	test
gas	phenomenon	True	test
overhead	cost	True	test
vole	rodent	True	test
emigrant	migrant	True	test
monsoon	wind	True	test
louse	insect	True	test
performer	artiste	False	test
artiste	entertainer	True	test
caucus	gathering	True	test
kestrel	hawk	True	test
investing	transaction	True	test
rodent	hamster	False	test
chalet	building	True	test
penis	larva	False	test
computer	catastrophe	False	test
vicarage	building	True	test
telly	receiver	True	test
furniture	desk	False	test
granddaughter	offspring	True	test
storm	overpayment	False	test
fluid	alcohol	False	test
theatre	building	True	test
sauna	room	True	test
salmon	intestine	False	test
oncology	science	True	test
victimisation	practice	True	test
whiskey	drug	True	test
sis	relative	True	test
utensil	kettle	False	test
economist	scientist	True	test
benzodiazepine	drug	True	test
skating	sport	True	test
warship	vehicle	True	test
castle	building	True	test
container	lamb	False	test
castle	house	True	test
vehicle	elm	False	test
rue	herb	True	test
cafe	restaurant	True	test
swimming	sport	True	test
psoriasis	disease	True	test
container	pc	False	test
worker	hospital	False	test
adrenaline	chemical	True	test
copyright	right	True	test
whiskey	liquid	True	test
love	feeling	True	test
word	modifier	False	test
instrument	telescope	False	test
armchair	chair	True	test
bacterium	microorganism	True	test
feeling	terror	False	test
dealership	terrier	False	test
goose	victim	False	test
illustration	milk	False	test
rain	drizzle	False	test
conversion	transformation	True	test
liquor	beverage	True	test
bird	chick	False	test
tummy	tissue	True	test
standing	ape	False	test
magnitude	radius	False	test
waterfowl	crystal	False	test
lemon	throne	False	test
crow	animal	True	test
asp	workplace	False	test
keyboardist	performer	True	test
autobiography	record	True	test
resident	inhabitant	True	test
fly	invertebrate	True	test
people	bourgeoisie	False	test
reliability	trait	True	test
primate	priest	True	test
molecule	carbohydrate	False	test
swap	transaction	True	test
penis	color	False	test
parachute	equipment	True	test
mule	mammal	True	test
athlete	dancer	False	test
astronomy	science	True	test
auto	trait	False	test
kindergarten	organization	True	test
farmhouse	house	True	test
cold	illness	True	test
radius	fluid	False	test
trait	parameter	False	test
internment	captivity	True	test
gland	organ	True	test
dogma	doctrine	True	test
performer	spear	False	test
progenitor	father	False	test
cassette	therapy	False	test
scissors	tool	True	test
freeware	software	True	test
leukaemia	tumor	True	test
building	motel	False	test
helicopter	vehicle	True	test
final	contest	True	test
cardinal	bishop	True	test
motel	building	True	test
note	memorandum	False	test
biplane	vehicle	True	test
handgun	chick	False	test
gemstone	crystal	True	test
soccer	organization	False	test
spectrometer	instrument	True	test
vertebrate	eagle	False	test
refreshment	food	True	test
bee	invertebrate	True	test
shortcut	decoration	False	test
rectangle	polygon	True	test
plant	rector	False	test
porter	employee	True	test
dermatitis	tumor	False	test
patience	ceremony	False	test
vehicle	vintage	False	test
writer	communicator	True	test
petroleum	oil	True	test
robbery	crime	True	test
communicator	storyteller	False	test
psychiatry	clinician	False	test
weapon	rifle	False	test
complacency	feeling	True	test
phenomenon	polarization	False	test
carcinoma	granny	False	test
vicar	leader	True	test
cancer	drummer	False	test
feeling	resignation	False	test
policeman	theft	False	test
feeder	animal	True	test
pistol	athlete	False	test
mammal	horse	False	test
fullback	athlete	True	test
piper	illness	False	test
fence	barrier	True	test
worker	athlete	False	test
wrath	emotion	True	test
anger	emotion	True	test
criminal	drone	False	test
cellulose	mineral	False	test
solid	wood	False	test
alpha	symbol	True	test
pew	bench	True	test
deanery	house	True	test
tyrant	ruler	True	test
fabric	sunshine	False	test
roster	list	True	test
drug	hall	False	test
boss	leader	True	test
migrant	traveler	True	test
drummer	tree	False	test
airman	worker	True	test
kinsman	relative	True	test
butterfly	vertebrate	False	test
motto	saying	True	test
motorway	highway	True	test
size	magnitude	True	test
professional	anaesthetist	False	test
bamboo	bear	False	test
aircraft	astronomy	False	test
polarization	emotion	False	test
linguist	scientist	True	test
monastery	dwelling	True	test
textbook	book	True	test
editor	movie	False	test
sensation	tool	False	test
ware	fork	False	test
uprising	conflict	True	test
kestrel	netball	False	test
beer	railway	False	test
building	envy	False	test
icon	signal	True	test
raisin	produce	True	test
carbonate	chemical	True	test
institution	produce	False	test
pocket	container	True	test
document	solid	False	test
country	organization	True	test
kestrel	animal	True	test
whiskey	meal	False	test
undertaking	slalom	False	test
screenwriter	writer	True	test
bear	mammal	True	test
crab	illness	False	test
stag	eagle	False	test
feeling	longing	False	test
whiskey	dagger	False	test
chateau	dwelling	True	test
fillet	meat	True	test
container	spoon	False	test
badminton	kettle	False	test
fluid	rum	False	test
discipline	housing	False	test
foetus	vertebrate	True	test
buggy	vehicle	True	test
drift	economist	False	test
mankind	mammal	True	test
lecturer	rate	False	test
migration	organization	False	test
fish	shark	False	test
bread	toast	False	test
molecule	cancer	False	test
fallacy	produce	False	test
emigration	migration	True	test
integer	ecstasy	False	test
camera	equipment	True	test
man	adult	True	test
cardinal	leader	True	test
foundry	typhoon	False	test
statement	accusation	False	test
calculation	procedure	True	test
forearm	limb	True	test
psoriasis	illness	True	test
dinghy	boat	True	test
relief	kidnapping	False	test
